kadai_id,status,do_person,task,plan_hour,due_date,actual_hour,do_date,created_at,updated_at
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1,2017/9/20,0.8,2017/9/20,31:02.7,31:02.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1,2017/9/20,1.5,2017/9/20,31:02.7,31:02.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1,2017/9/20,0.6,2017/9/21,31:02.7,31:02.7
16,99_Close,吉野,商品名YDNのLPを1商品分改善し、広告出稿する,1,2017/9/22,1,2017/9/22,31:02.7,31:02.7
17,99_Close,吉野,YDN黒字案件の新LPの成果率が低い原因を検討する,2,2017/9/24,1.5,2017/9/24,31:02.7,31:02.7
113,99_Close,吉野,9月までの計画と実績のまとめ・年内の計画立案,3,2017/9/26,3.5,2017/9/26,31:02.7,31:02.7
113,99_Close,吉野,年内の計画を課題とタスクに落とし込む,3,2017/9/27,4,2017/9/27,31:02.7,31:02.7
114,01_Open,吉野,SS主力商品の広告文を追加し、ABテストを開始する,2,2017/10/24,,2017/10/23,31:02.7,55:46.7
114,99_Close,吉野,SS主力商品のキーワードクエリから、キーワードの追加と除外キーワードの設定を行う,1,2017/10/6,1.2,2017/10/8,31:02.7,31:02.7
114,01_Open,吉野,SS主力商品追加キーワードのうち、インプレッションの多いものの専用LP・広告を作成する,2,2017/10/25,,2017/10/25,31:02.7,04:15.2
116,99_Close,吉野,YDN商品名キーワードで追加出稿する対象を決定する,2,2017/10/2,1,2017/10/3,31:02.7,31:02.7
117,99_Close,吉野,YDN主力商品のLP・広告文のABテストを2商品分実施する,2,2017/10/5,2,2017/10/6,31:02.8,31:02.8
117,99_Close,吉野,YDN保留商品に対しての施策を10商品分実施する,2,2017/10/6,2,2017/10/6,31:02.8,31:02.8
117,99_Close,吉野,YDN主力商品のLP・広告文のABテストを2商品分実施する,2,2017/10/11,0.6,2017/10/16,31:02.8,31:02.8
117,99_Close,吉野,YDN保留商品に対しての施策を10商品分実施する,2,2017/10/11,1.2,2017/10/12,31:02.8,31:02.8
117,99_Close,吉野,YDN主力商品のLP・広告文のABテストを2商品分実施する,2,2017/10/12,0.6,2017/10/16,31:02.8,31:02.8
117,99_Close,吉野,YDN保留商品に対しての施策を10商品分実施する,2,2017/10/12,1.1,2017/10/13,31:02.8,31:02.8
117,99_Close,吉野,YDN主力商品のLP・広告文のABテストを2商品分実施する,2,2017/10/13,1,2017/10/16,31:02.8,31:02.8
117,99_Close,吉野,YDN保留商品に対しての施策を10商品分実施する,2,2017/10/13,0.8,2017/10/13,31:02.8,31:02.8
117,99_Close,吉野,YDN主力商品のLP・広告文のABテストを3商品分実施する,2,2017/10/17,2.8,2017/10/17,31:02.8,31:02.8
117,99_Close,吉野,YDN主力商品のLP・広告文のABテストを3商品分実施する,2,2017/10/17,1.5,2017/10/18,31:02.8,31:02.8
117,99_Close,吉野,YDN主力商品のLP・広告文のABテストを3商品分実施する,2,2017/10/18,2,2017/10/18,31:02.8,31:02.8
117,99_Close,吉野,YDN主力商品のLP・広告文のABテストを3商品分実施する,2,2017/10/24,1.5,2017/10/25,31:02.8,51:21.0
117,01_Open,吉野,YDN主力商品のLP・広告文のABテストを3商品分実施する,2,2017/10/25,,2017/10/23,31:02.8,05:26.9
117,01_Open,吉野,YDN主力商品のLP・広告文のABテストを3商品分実施する,2,2017/10/26,,2017/10/23,31:02.8,05:35.0
118,01_Open,吉野,【関連】1商品分キーワードの洗い出しを行う,5,2017/10/24,,2017/10/23,31:02.9,55:58.3
118,01_Open,吉野,【関連】洗い出したキーワードをSS・YDN出稿する,2,2017/10/25,,2017/10/23,31:02.9,06:09.0
118,01_Open,吉野,【関連】インプレッションの多いキーワードに対し仮説を構築する,1,2017/11/2,,2017/10/23,31:02.9,06:50.3
118,01_Open,吉野,【関連】1商品分キーワードの洗い出しを行う,5,2017/10/26,,2017/10/23,31:02.9,06:28.2
118,01_Open,吉野,【関連】洗い出したキーワードをSS・YDN出稿する,2,2017/10/27,,2017/10/23,31:02.9,06:35.6
118,01_Open,吉野,【関連】インプレッションの多いキーワードに対し仮説を構築する,1,2017/11/2,,,31:02.9,31:02.9
117,99_Close,吉野,インフィード広告に関して調査,1,2017/10/4,0.7,2017/10/3,31:02.9,31:02.9
117,99_Close,吉野,YDN商品名でインフィード広告を試験的に出稿する,1,2017/10/5,0.8,2017/10/6,31:02.9,31:02.9
118,99_Close,吉野,【関連】商品を選定する,1,2017/10/11,1.4,2017/10/12,31:02.9,31:02.9
54,99_Close,吉野,SS審査落ち広告の整理と再出稿,1,2017/10/4,1.2,2017/10/4,31:02.9,31:02.9
116,99_Close,吉野,YDN商品名追加出稿の計画を建てる,1,2017/10/11,0.6,2017/10/10,31:02.9,31:02.9
116,99_Close,吉野,YDN商品名検索 ジャネット500/997件,5,2017/10/18,3,2017/10/19,31:02.9,47:32.8
116,99_Close,吉野,YDN商品名検索 ジャネット497/997件,5,2017/10/19,4,2017/10/20,31:03.0,44:56.9
116,99_Close,吉野,YDN商品名検索 Link-A600/1734件,6,2017/10/20,2,2017/10/21,31:03.0,50:29.8
116,99_Close,吉野,YDN商品名検索 Link-A600/1734件,6,2017/10/21,3,2017/10/22,31:03.0,50:41.2
116,99_Close,吉野,YDN商品名検索 Link-A534/1734件,5,2017/10/22,2,2017/10/23,31:03.0,47:56.3
116,99_Close,吉野,YDN商品名検索 フェルマ600/1189件,6,2017/10/23,5,2017/10/23,31:03.0,27:11.7
116,99_Close,吉野,YDN商品名検索 フェルマ589/1189件,6,2017/10/24,4,2017/10/24,31:03.0,27:22.3
52,99_Close,吉野,グーグルトレンドの急上昇ワードを見て、使えるか考える,1,2017/10/23,0.5,2017/10/23,31:03.0,27:44.2
118,99_Close,吉野,マジョリエイトの内容確認,1,2017/10/17,1.5,2017/10/17,31:03.0,31:03.0
118,99_Close,吉野,マジョリエイトの内容確認,1,2017/10/18,1.2,2017/10/18,31:03.0,31:03.0
118,99_Close,吉野,マジョリエイトの内容確認,1,2017/10/19,1,2017/10/19,31:03.0,31:03.0
118,99_Close,吉野,マジョリエイトのやり方をまとめる,1,2017/10/19,1.5,2017/10/19,31:03.0,31:03.0
118,01_Open,吉野,マジョリエイトの年内の予算・計画を建てる,2,2017/10/24,,2017/10/23,31:03.0,07:02.5
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/3,1.5,2017/9/6,31:03.0,31:03.0
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/27,1.5,2017/9/27,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/30,1.5,2017/9/30,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/30,1.5,2017/10/1,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/30,1.5,2017/10/1,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/28,1.5,2017/9/28,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/28,1.5,2017/9/28,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/28,1.5,2017/9/28,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/28,1.5,2017/9/29,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/29,1.5,,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/29,1.5,2017/10/1,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/21,1.5,2017/9/21,31:03.1,31:03.1
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/29,1.5,2017/10/1,31:03.1,31:03.1
77,01_Open,作村,PowerBIを用いて分析３０分以上＆気づくことをまとめる,0.5,2017/10/27,,2017/10/23,31:03.2,14:26.2
78,99_Close,作村,伊藤さんへ発生ベースの収支と確定ベースの収支報告,0.6,2017/9/5,1,2017/9/7,31:03.2,31:03.2
78,99_Close,作村,伊藤さんへ発生ベースの収支と確定ベースの収支報告,0.6,2017/10/1,,,31:03.2,31:03.2
78,99_Close,作村,伊藤さんへ発生ベースの収支と確定ベースの収支報告,0.6,2017/11/1,,,31:03.2,31:03.2
78,99_Close,作村,伊藤さんへ発生ベースの収支と確定ベースの収支報告,0.6,2017/12/1,,,31:03.2,31:03.2
82,99_Close,作村,レントラックスに担当をつけてもらえるよう申請する。,0.5,2017/9/2,0.4,2017/9/6,31:03.2,31:03.2
82,99_Close,作村,afbに担当をつけてもらえるよう申請する。,0.5,2017/9/2,0.4,2017/9/6,31:03.2,31:03.2
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/9,1.5,2017/9/9,31:03.2,31:03.2
12,99_Close,作村,AT商品を5件YDNに出稿する,1.5,2017/9/7,1.5,2017/9/7,31:03.2,31:03.2
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.3,2017/8/25,0.3,2017/9/9,31:03.2,31:03.2
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.3,2017/8/26,0.3,2017/9/9,31:03.2,31:03.2
13,01_Open,作村,YDN審査落ち広告を2件再出稿する,0.3,2017/10/25,,2017/10/23,31:03.2,12:25.8
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.3,2017/9/2,0.5,2017/10/2,31:03.3,31:03.3
13,01_Open,作村,YDN審査落ち広告を2件再出稿する,0.3,2017/10/23,,2017/10/23,31:03.3,09:39.6
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.5,2017/8/30,0.2,2017/9/8,31:03.3,31:03.3
13,99_Close,作村,YDN審査落ち広告を2件再出稿する,0.5,2017/8/31,0.2,2017/9/8,31:03.3,31:03.3
95,99_Close,作村,夢叶塾セミナー内容をドライブにあげる。,0.4,2017/9/6,,,31:03.3,31:03.3
91,99_Close,作村,ASPメールチェック,0.1,2017/9/4,0.1,2017/9/4,31:03.3,31:03.3
91,99_Close,作村,ASPメールチェック,0.1,2017/9/5,0.1,2017/9/5,31:03.3,31:03.3
91,99_Close,作村,ASPメールチェック,0.1,2017/9/6,0.1,2017/9/6,31:03.3,31:03.3
91,99_Close,作村,ASPメールチェック,0.1,2017/9/7,0.1,2017/9/7,31:03.3,31:03.3
91,99_Close,作村,ASPメールチェック,0.1,2017/9/8,0.5,2017/9/8,31:03.3,31:03.3
91,99_Close,作村,ASPメールチェック,0.2,2017/9/9,0.2,2017/9/9,31:03.3,31:03.3
91,99_Close,作村,ASPメールチェック,0.2,2017/9/10,0.2,2017/9/10,31:03.3,31:03.3
89,99_Close,作村,伊藤さんへ収支報告,0.2,2017/9/4,,,31:03.4,31:03.4
89,99_Close,作村,伊藤さんへ収支報告,0.2,2017/9/5,,,31:03.4,31:03.4
89,99_Close,作村,伊藤さんへ収支報告,0.2,2017/9/6,,,31:03.4,31:03.4
89,99_Close,作村,伊藤さんへ収支報告,0.2,2017/9/7,,,31:03.4,31:03.4
89,99_Close,作村,伊藤さんへ収支報告,0.2,2017/9/8,0.2,,31:03.4,31:03.4
89,99_Close,作村,伊藤さんへ収支報告,0.2,2017/9/9,,,31:03.4,31:03.4
89,99_Close,作村,伊藤さんへ収支報告,0.2,2017/9/10,0.2,,31:03.4,31:03.4
92,99_Close,作村,入金確認,0.1,2017/9/4,0.1,2017/9/4,31:03.4,31:03.4
92,99_Close,作村,入金確認,0.1,2017/9/5,0.1,2017/9/5,31:03.4,31:03.4
92,99_Close,作村,入金確認,0.1,2017/9/6,0.1,2017/9/6,31:03.4,31:03.4
92,99_Close,作村,入金確認,0.1,2017/9/7,0.1,2017/9/7,31:03.5,31:03.5
92,99_Close,作村,入金確認,0.1,2017/9/8,0.1,2017/9/8,31:03.5,31:03.5
92,99_Close,作村,入金確認,0.1,2017/9/9,0.1,2017/9/9,31:03.5,31:03.5
92,99_Close,作村,入金確認,0.1,2017/9/10,0.1,2017/9/10,31:03.5,31:03.5
109,99_Close,作村,無効クリック確認,0.3,2017/9/4,0.3,2017/9/4,31:03.5,31:03.5
109,99_Close,作村,無効クリック確認,0.3,2017/9/5,0.3,2017/9/5,31:03.5,31:03.5
109,99_Close,作村,無効クリック確認,0.3,2017/9/6,0.3,2017/9/6,31:03.5,31:03.5
109,99_Close,作村,無効クリック確認,0.3,2017/9/7,0.3,2017/9/7,31:03.5,31:03.5
109,99_Close,作村,無効クリック確認,0.3,2017/9/8,0.3,2017/9/8,31:03.5,31:03.5
109,99_Close,作村,無効クリック確認,0.3,2017/9/9,0.3,2017/9/9,31:03.5,31:03.5
109,99_Close,作村,無効クリック確認,0.3,2017/9/10,0.3,2017/9/10,31:03.5,31:03.5
70,99_Close,作村,ミーティング資料作成,0.5,2017/9/9,0.5,2017/9/9,31:03.5,31:03.5
110,99_Close,作村,【週1】レントラックスとOceanの案件終了＆停止確認,1,2017/9/9,1,2017/9/9,31:03.5,31:03.5
90,99_Close,作村,【週1】翌週のタスクをタスク管理表を記入する。,0.5,2017/9/9,0.5,2017/9/9,31:03.6,31:03.6
89,99_Close,作村,伊藤さんへ収支報告,0.2,2017/9/11,0.2,2017/9/11,31:03.6,31:03.6
92,99_Close,作村,入金確認,0.1,2017/9/11,0.1,2017/9/11,31:03.6,31:03.6
109,99_Close,作村,無効クリック確認,0.3,2017/9/11,0.3,2017/9/11,31:03.6,31:03.6
95,99_Close,作村,夢叶塾セミナー参加＆懇親会,8,2017/9/18,8,2017/9/18,31:03.6,31:03.6
13,99_Close,作村,YDNを5件出稿する,1.5,2017/10/23,1.5,2017/10/23,31:03.6,13:51.5
13,99_Close,作村,YDN審査落ち広告を5件再出稿する,1,2017/10/12,,2017/10/26,31:03.6,12:56.5
13,99_Close,作村,YDN審査落ち広告を5件再出稿する,1,2017/10/13,,2017/10/23,31:03.6,13:05.4
13,01_Open,作村,YDN審査落ち広告を5件再出稿する,1,2017/10/24,,2017/10/23,31:03.6,12:12.4
13,99_Close,作村,YDN審査落ち広告を5件再出稿する,1,2017/10/16,,2017/10/27,31:03.6,13:26.7
13,99_Close,作村,YDN審査落ち広告を5件再出稿する,1,2017/10/17,,2017/10/23,31:03.6,13:38.2
13,99_Close,作村,YDN審査落ち広告を5件再出稿する,1,2017/10/18,,2017/10/23,31:03.6,13:55.1
13,99_Close,作村,YDN審査落ち広告を5件再出稿する,1,2017/10/19,,2017/10/23,31:03.7,14:03.2
13,99_Close,作村,YDN審査落ち広告を5件再出稿する,1,2017/10/20,,2017/10/23,31:03.7,14:12.3
13,99_Close,作村,YDN審査落ち広告を5件再出稿する,1,2017/10/21,,2017/10/23,31:03.7,14:45.4
119,02_Inprocess,浅,業務カレンダーを追加する,3,2017/10/24,6.5,2017/10/23,14:32.5,49:45.3
120,99_Close,吉野,adwordsでのテスト配信,1,2017/10/24,0.5,2017/10/25,56:23.3,28:15.0
119,01_Open,浅,課題管理表のバージョンアップをする,2,2017/10/27,,,52:50.2,52:50.2
