id,kadai_id,status,do_person,task,plan_hour,due_date,actual_hour,do_date,created_at,updated_at
364,94,99_Close,"浅","ミーティング資料作成",1.0,2017-08-28,1.0,2017-08-28,"2017-10-22 12:31:01.839762","2017-10-22 12:31:01.839762"
365,62,99_Close,"吉野","売上データ管理方法を改善する",0.0,,3.0,2017-08-28,"2017-10-22 12:31:01.846863","2017-10-22 12:31:01.846863"
366,62,99_Close,"吉野","売上データ管理方法を改善する",0.0,,1.5,2017-08-27,"2017-10-22 12:31:01.853619","2017-10-22 12:31:01.853619"
367,99,99_Close,"作村","リボ払いの残高の確認",1.0,2017-08-29,2.0,2017-08-31,"2017-10-22 12:31:01.859480","2017-10-22 12:31:01.859480"
368,78,99_Close,"吉野","伊藤報告用収支データ作成",1.0,2017-08-29,1.2,2017-08-29,"2017-10-22 12:31:01.866459","2017-10-22 12:31:01.866459"
369,101,99_Close,"浅","タスク管理表を分割する。",0.3,2017-08-31,0.3,2017-08-31,"2017-10-22 12:31:01.873772","2017-10-22 12:31:01.873772"
370,101,99_Close,"浅","タスク管理表の変更による他シートの対応を行う",0.5,2017-08-30,0.5,2017-08-31,"2017-10-22 12:31:01.879818","2017-10-22 12:31:01.879818"
371,102,99_Close,"吉野","9月の課題・タスクの見直しを行う",1.0,2017-09-04,0.8,2017-09-04,"2017-10-22 12:31:01.895749","2017-10-22 12:31:01.895749"
372,102,99_Close,"吉野","関連キーワードの計画を立て直す",2.0,2017-09-03,3.5,2017-09-03,"2017-10-22 12:31:01.902719","2017-10-22 12:31:01.902719"
373,98,99_Close,"浅","外注化依頼を基に記事を書く",0.5,2017-08-31,0.5,2017-08-31,"2017-10-22 12:31:01.909255","2017-10-22 12:31:01.909255"
374,88,99_Close,"吉野","会計データの入力内容確認",0.5,2017-08-31,0.5,2017-08-31,"2017-10-22 12:31:01.922364","2017-10-22 12:31:01.922364"
375,88,99_Close,"吉野","会計データと売上データの照合を行う",0.5,2017-09-01,0.5,2017-09-01,"2017-10-22 12:31:01.929864","2017-10-22 12:31:01.929864"
376,16,99_Close,"吉野","LP用ワードプレスデザインを検討する",2.0,2017-09-01,0.8,2017-09-01,"2017-10-22 12:31:01.935455","2017-10-22 12:31:01.935455"
377,103,99_Close,"吉野","縞居君に関連キーワードLPの先月実績を報告する",0.5,2017-09-02,1.0,2017-09-02,"2017-10-22 12:31:01.945957","2017-10-22 12:31:01.945957"
378,88,99_Close,"吉野","会計データと売上データの照合を行う",,2017-09-02,5.5,2017-09-02,"2017-10-22 12:31:01.951756","2017-10-22 12:31:01.951756"
379,106,99_Close,"作村","夢叶塾セミナープレゼン原稿作成提出",6.0,2017-09-03,8.0,2017-09-02,"2017-10-22 12:31:01.958473","2017-10-22 12:31:01.958473"
380,102,99_Close,"吉野","関連キーワードの計画を立て直す",2.0,2017-09-04,2.1,2017-09-04,"2017-10-22 12:31:01.966489","2017-10-22 12:31:01.966489"
381,103,99_Close,"吉野","データベースとSQLの学習",,2017-09-03,2.0,2017-09-03,"2017-10-22 12:31:01.973116","2017-10-22 12:31:01.973116"
382,104,99_Close,"吉野","ミーティング資料作成",0.5,2017-09-04,0.6,2017-09-04,"2017-10-22 12:31:01.978839","2017-10-22 12:31:01.978839"
383,106,99_Close,"作村","伊藤セミナープレゼン原稿調整",2.0,2017-09-04,2.0,2017-09-04,"2017-10-22 12:31:01.985533","2017-10-22 12:31:01.985533"
384,92,99_Close,"浅","PPC売り上げと広告出稿費をスプレッドシートに記録する",0.2,2017-09-04,0.2,2017-09-04,"2017-10-22 12:31:02.000644","2017-10-22 12:31:02.000644"
385,92,99_Close,"浅","PPC売り上げと広告出稿費をスプレッドシートに記録する",0.2,2017-09-05,0.2,2017-09-05,"2017-10-22 12:31:02.006716","2017-10-22 12:31:02.006716"
386,62,99_Close,"吉野","売上データ管理方法を改善する（全て税込価格に修正）",1.5,2017-09-05,2.0,2017-09-05,"2017-10-22 12:31:02.013892","2017-10-22 12:31:02.013892"
387,103,99_Close,"吉野","データベースとSQLの学習",,,2.0,2017-09-04,"2017-10-22 12:31:02.030740","2017-10-22 12:31:02.030740"
388,103,99_Close,"吉野","データベースとSQLの学習",,,2.5,2017-09-05,"2017-10-22 12:31:02.038008","2017-10-22 12:31:02.038008"
389,101,99_Close,"浅","個人入力用のタスク管理表を作成する",0.4,2017-09-05,0.3,2017-09-05,"2017-10-22 12:31:02.045360","2017-10-22 12:31:02.045360"
390,101,99_Close,"浅","繰り返しの多い業務の管理方法を決める",0.3,2017-09-06,0.5,2017-09-05,"2017-10-22 12:31:02.052651","2017-10-22 12:31:02.052651"
391,107,99_Close,"浅","売掛金管理のためのスプレッドシートを作成する",0.5,2017-09-08,0.5,2017-09-05,"2017-10-22 12:31:02.058548","2017-10-22 12:31:02.058548"
392,107,99_Close,"浅","売掛金管理スプレッドシートに売上データを入力する",0.8,2017-09-09,5.0,2017-09-08,"2017-10-22 12:31:02.065828","2017-10-22 12:31:02.065828"
393,108,99_Close,"浅","PPC売上データ管理用のDBを作成する",1.0,2017-09-04,2.0,2017-09-04,"2017-10-22 12:31:02.071486","2017-10-22 12:31:02.071486"
394,92,99_Close,"浅","8月会計データのチェックをする",1.0,2017-09-05,1.5,2017-09-08,"2017-10-22 12:31:02.078179","2017-10-22 12:31:02.078179"
395,98,99_Close,"浅","外注化依頼を基に記事を書く",0.5,2017-09-05,0.5,2017-09-12,"2017-10-22 12:31:02.083757","2017-10-22 12:31:02.083757"
396,98,99_Close,"浅","外注化依頼を基に記事を書く",0.5,2017-09-06,0.5,2017-09-12,"2017-10-22 12:31:02.090076","2017-10-22 12:31:02.090076"
397,98,99_Close,"浅","外注化依頼を基に記事を書く",0.5,2017-09-07,0.5,2017-09-14,"2017-10-22 12:31:02.102036","2017-10-22 12:31:02.102036"
398,98,99_Close,"浅","外注化依頼を基に記事を書く",0.5,2017-09-08,0.5,2017-09-14,"2017-10-22 12:31:02.110642","2017-10-22 12:31:02.110642"
399,98,99_Close,"浅","外注化依頼を基に記事を書く",0.5,2017-09-09,0.5,2017-09-15,"2017-10-22 12:31:02.116989","2017-10-22 12:31:02.116989"
400,88,99_Close,"浅","7月31日時点での作村の負債総額を確定し、返済総額を計算する",1.0,2017-08-31,2.0,2017-09-12,"2017-10-22 12:31:02.122741","2017-10-22 12:31:02.122741"
401,98,03_Pending,"浅","アドセンスで広告を取得する",2.0,2017-10-30,0.2,2017-10-30,"2017-10-22 12:31:02.137705","2017-10-22 12:34:16.765408"
402,107,99_Close,"浅","会計データの分析を行った",1.0,2017-09-09,1.0,2017-09-09,"2017-10-22 12:31:02.143308","2017-10-22 12:31:02.143308"
403,98,99_Close,"浅","外注化依頼を基に記事を書く",0.5,2017-09-18,0.5,2017-09-19,"2017-10-22 12:31:02.150906","2017-10-22 12:31:02.150906"
404,107,99_Close,"浅","作村負債の入力データの検証",0.5,2017-09-18,0.5,2017-09-18,"2017-10-22 12:31:02.157666","2017-10-22 12:31:02.157666"
405,107,99_Close,"浅","作村負債データ入力",0.4,2017-09-21,0.4,2017-09-21,"2017-10-22 12:31:02.163355","2017-10-22 12:31:02.163355"
406,119,99_Close,"浅","MySqlとsqLiteでどちらの実装が簡単か調査する",0.5,2017-10-12,0.5,2017-10-13,"2017-10-22 12:31:02.172936","2017-10-22 12:31:02.172936"
407,119,99_Close,"浅","新課題管理表に必要な画面を設計する",3.0,2017-10-15,2.0,2017-10-18,"2017-10-22 12:31:02.178513","2017-10-22 12:31:02.178513"
408,119,99_Close,"浅","論理データモデルを作成する",0.5,2017-10-16,0.5,2017-10-15,"2017-10-22 12:31:02.184076","2017-10-22 12:31:02.184076"
409,119,99_Close,"浅","物理データモデルを作成する",0.3,2017-10-17,0.5,2017-10-15,"2017-10-22 12:31:02.191104","2017-10-22 12:31:02.191104"
410,119,04_Invaild,"浅","処理フローと画面遷移図を作成する",0.5,2017-10-19,0.0,2017-10-22,"2017-10-22 12:31:02.197964","2017-10-22 12:32:52.208735"
411,119,99_Close,"浅","コーディングする",5.0,2017-10-24,20.0,2017-10-22,"2017-10-22 12:31:02.211701","2017-10-22 12:33:08.515976"
412,119,99_Close,"浅","データを移行する",1.0,2017-10-27,2.0,2017-10-22,"2017-10-22 12:31:02.219476","2017-10-22 12:33:19.317052"
413,119,99_Close,"浅","動作テストをする",2.0,2017-10-28,1.0,2017-10-22,"2017-10-22 12:31:02.227952","2017-10-22 12:33:35.783953"
414,10,99_Close,"吉野","先週分の売上・支出をまとめ、グーグルドライブに上げる",1.5,2017-09-11,2.0,2017-09-10,"2017-10-22 12:31:02.244046","2017-10-22 12:31:02.244046"
415,52,99_Close,"吉野","9月に出稿予定の商品をSS出稿する",1.0,2017-09-21,2.0,2017-10-03,"2017-10-22 12:31:02.251845","2017-10-22 12:31:02.251845"
416,52,99_Close,"吉野","10月に出稿予定の商品をSS出稿する",1.0,2017-10-01,2.0,2017-10-03,"2017-10-22 12:31:02.258218","2017-10-22 12:31:02.258218"
417,52,01_Open,"吉野","11月に出稿予定の商品をSS出稿する",1.0,2017-11-01,,,"2017-10-22 12:31:02.264310","2017-10-22 12:31:02.264310"
418,52,01_Open,"吉野","12月に出稿予定の商品をSS出稿する",1.0,2017-12-01,,,"2017-10-22 12:31:02.271021","2017-10-22 12:31:02.271021"
419,103,99_Close,"吉野","赤字・停止条件を満たす商品がないか確認し、あれば停止する",0.5,2017-09-11,1.0,2017-09-10,"2017-10-22 12:31:02.277583","2017-10-22 12:31:02.277583"
420,103,99_Close,"吉野","新規出稿商品を売上データに反映する",0.5,2017-09-11,0.2,2017-09-10,"2017-10-22 12:31:02.284244","2017-10-22 12:31:02.284244"
421,104,99_Close,"吉野","ミーティング資料作成",0.5,2017-09-11,0.4,2017-09-11,"2017-10-22 12:31:02.293462","2017-10-22 12:31:02.293462"
422,108,99_Close,"吉野","PPC売上データ管理用のDBの論理設計",,,9.0,2017-09-06,"2017-10-22 12:31:02.299380","2017-10-22 12:31:02.299380"
423,108,99_Close,"吉野","PPC売上データ管理用のDBの作成・データ移行",,,8.5,2017-09-07,"2017-10-22 12:31:02.305935","2017-10-22 12:31:02.305935"
424,108,99_Close,"吉野","PPC売上データ管理用のDBとpowerBI接続・設定",,,9.0,2017-09-08,"2017-10-22 12:31:02.319891","2017-10-22 12:31:02.319891"
425,108,99_Close,"吉野","PPC売上データ管理用のDBとpowerBI接続・設定",,,6.5,2017-09-09,"2017-10-22 12:31:02.326834","2017-10-22 12:31:02.326834"
426,108,99_Close,"吉野","PPC売上データ管理用のDBとpowerBI接続・設定",,,4.0,2017-09-10,"2017-10-22 12:31:02.333728","2017-10-22 12:31:02.333728"
427,107,99_Close,"吉野","powerBIと会計データの整合性チェック",2.0,2017-09-11,2.0,2017-09-11,"2017-10-22 12:31:02.339121","2017-10-22 12:31:02.339121"
428,108,99_Close,"吉野","売上データにASP別のデータと発生額を追加する",1.5,2017-09-12,1.5,2017-09-12,"2017-10-22 12:31:02.354775","2017-10-22 12:31:02.354775"
429,108,99_Close,"吉野","売上データの試験更新",1.5,2017-09-13,1.5,2017-09-13,"2017-10-22 12:31:02.363664","2017-10-22 12:31:02.363664"
430,112,99_Close,"吉野","ルーチンワークを業務カレンダーに移行する",0.5,2017-09-13,0.5,2017-09-13,"2017-10-22 12:31:02.370238","2017-10-22 12:31:02.370238"
431,67,99_Close,"吉野","タスク237で追加したキーワードのうち、インプレッションが多いものを別広告グループに移行し、専用のLP、広告文で出稿する",3.0,2017-09-19,4.5,2017-09-21,"2017-10-22 12:31:02.376862","2017-10-22 12:31:02.376862"
432,68,99_Close,"吉野","SS主力商品のABテストの結果を計測し、差が明確な広告に関しては削除する",1.0,2017-09-20,2.0,2017-09-22,"2017-10-22 12:31:02.382626","2017-10-22 12:31:02.382626"
433,17,99_Close,"吉野","商品名YDN黒字案件新LPの売上データを測定し、管理シートに今後の方針を記入する",1.5,2017-09-20,2.0,2017-09-23,"2017-10-22 12:31:02.388982","2017-10-22 12:31:02.388982"
434,17,99_Close,"吉野","商品名YDN黒字案件新LPの売上データを測定し、管理シートに今後の方針を記入する",2.0,2017-10-06,2.5,2017-10-05,"2017-10-22 12:31:02.394906","2017-10-22 12:31:02.394906"
435,19,99_Close,"吉野","商品名YDN赤字案件の施策の結果を測定し、管理シートに今後の方針を記入する",1.0,2017-09-20,2.0,2017-09-23,"2017-10-22 12:31:02.401140","2017-10-22 12:31:02.401140"
436,19,99_Close,"吉野","商品名YDN赤字案件の施策の結果を測定し、管理シートに今後の方針を記入する",1.0,2017-10-06,1.5,2017-10-05,"2017-10-22 12:31:02.406872","2017-10-22 12:31:02.406872"
437,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-10,0.8,2017-09-11,"2017-10-22 12:31:02.413480","2017-10-22 12:31:02.413480"
438,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-10,0.8,2017-09-11,"2017-10-22 12:31:02.425981","2017-10-22 12:31:02.425981"
439,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-13,0.7,2017-09-13,"2017-10-22 12:31:02.431451","2017-10-22 12:31:02.431451"
440,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-13,0.8,2017-09-13,"2017-10-22 12:31:02.439026","2017-10-22 12:31:02.439026"
441,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-13,1.1,2017-09-16,"2017-10-22 12:31:02.445888","2017-10-22 12:31:02.445888"
442,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-13,0.9,2017-09-16,"2017-10-22 12:31:02.459520","2017-10-22 12:31:02.459520"
443,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-19,1.2,2017-09-19,"2017-10-22 12:31:02.466500","2017-10-22 12:31:02.466500"
444,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-19,0.8,2017-09-19,"2017-10-22 12:31:02.474359","2017-10-22 12:31:02.474359"
445,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-19,1.0,2017-09-19,"2017-10-22 12:31:02.479916","2017-10-22 12:31:02.479916"
446,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-19,0.8,2017-09-19,"2017-10-22 12:31:02.487169","2017-10-22 12:31:02.487169"
447,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-19,1.0,2017-09-19,"2017-10-22 12:31:02.493275","2017-10-22 12:31:02.493275"
448,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-20,0.5,2017-09-20,"2017-10-22 12:31:02.498540","2017-10-22 12:31:02.498540"
449,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-09-20,0.5,2017-09-20,"2017-10-22 12:31:02.507783","2017-10-22 12:31:02.507783"
450,13,99_Close,"吉野","YDN審査落ち広告とキーワードリストの整理",1.0,2017-10-04,1.2,2017-10-04,"2017-10-22 12:31:02.514252","2017-10-22 12:31:02.514252"
451,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-05,0.7,2017-10-05,"2017-10-22 12:31:02.529314","2017-10-22 12:31:02.529314"
452,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-05,1.0,2017-10-06,"2017-10-22 12:31:02.535867","2017-10-22 12:31:02.535867"
453,13,99_Close,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-24,,2017-10-24,"2017-10-22 12:31:02.542728","2017-10-23 08:00:57.884422"
454,13,01_Open,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-25,,2017-10-25,"2017-10-22 12:31:02.549613","2017-10-23 08:01:15.762231"
455,13,01_Open,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-26,,2017-10-23,"2017-10-22 12:31:02.555531","2017-10-23 08:01:26.529615"
456,13,01_Open,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-27,,2017-10-23,"2017-10-22 12:31:02.569868","2017-10-23 08:01:35.671642"
457,13,01_Open,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-28,,2017-10-23,"2017-10-22 12:31:02.575466","2017-10-23 08:01:46.880381"
458,13,01_Open,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-29,,2017-10-23,"2017-10-22 12:31:02.581845","2017-10-23 08:01:55.729687"
459,13,01_Open,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-30,,2017-10-23,"2017-10-22 12:31:02.588588","2017-10-23 08:02:07.367040"
460,13,01_Open,"吉野","YDN審査落ち広告を5件再出稿する",1.0,2017-10-31,,2017-10-23,"2017-10-22 12:31:02.595105","2017-10-23 08:02:15.587400"
461,18,99_Close,"吉野","商品名YDN赤字案件5商品分に対しての施策を決め、実施する",1.0,2017-09-20,1.2,2017-09-20,"2017-10-22 12:31:02.601727","2017-10-22 12:31:02.601727"
462,18,99_Close,"吉野","商品名YDN赤字案件5商品分に対しての施策を決め、実施する",1.0,2017-09-20,1.1,2017-09-20,"2017-10-22 12:31:02.607219","2017-10-22 12:31:02.607219"
463,18,99_Close,"吉野","商品名YDN赤字案件5商品分に対しての施策を決め、実施する",1.0,2017-09-21,0.7,2017-09-21,"2017-10-22 12:31:02.613618","2017-10-22 12:31:02.613618"
464,18,99_Close,"吉野","商品名YDN赤字案件5商品分に対しての施策を決め、実施する",1.0,2017-09-21,0.8,2017-09-22,"2017-10-22 12:31:02.619239","2017-10-22 12:31:02.619239"
465,18,99_Close,"吉野","商品名YDN赤字案件5商品分に対しての施策を決め、実施する",1.0,2017-09-22,0.8,2017-09-22,"2017-10-22 12:31:02.633226","2017-10-22 12:31:02.633226"
466,18,99_Close,"吉野","商品名YDN赤字案件5商品分に対しての施策を決め、実施する",1.0,2017-09-22,0.7,2017-09-24,"2017-10-22 12:31:02.639205","2017-10-22 12:31:02.639205"
467,18,99_Close,"吉野","商品名YDN赤字案件5商品分に対しての施策を決め、実施する",1.0,2017-09-23,0.7,2017-09-24,"2017-10-22 12:31:02.646805","2017-10-22 12:31:02.646805"
468,18,99_Close,"吉野","商品名YDN赤字案件5商品分に対しての施策を決め、実施する",1.0,2017-09-23,0.8,2017-09-24,"2017-10-22 12:31:02.653332","2017-10-22 12:31:02.653332"
469,18,99_Close,"吉野","商品名YDN赤字案件5商品分に対しての施策を決め、実施する",1.0,2017-09-23,2.5,2017-09-25,"2017-10-22 12:31:02.658666","2017-10-22 12:31:02.658666"
470,16,99_Close,"吉野","商品名YDNのLPを1商品分改善し、広告出稿する",1.0,2017-09-20,0.8,2017-09-20,"2017-10-22 12:31:02.665606","2017-10-22 12:31:02.665606"
471,16,99_Close,"吉野","商品名YDNのLPを1商品分改善し、広告出稿する",1.0,2017-09-20,1.5,2017-09-20,"2017-10-22 12:31:02.678417","2017-10-22 12:31:02.678417"
472,16,99_Close,"吉野","商品名YDNのLPを1商品分改善し、広告出稿する",1.0,2017-09-20,0.6,2017-09-21,"2017-10-22 12:31:02.685720","2017-10-22 12:31:02.685720"
473,16,99_Close,"吉野","商品名YDNのLPを1商品分改善し、広告出稿する",1.0,2017-09-22,1.0,2017-09-22,"2017-10-22 12:31:02.691380","2017-10-22 12:31:02.691380"
474,17,99_Close,"吉野","YDN黒字案件の新LPの成果率が低い原因を検討する",2.0,2017-09-24,1.5,2017-09-24,"2017-10-22 12:31:02.699248","2017-10-22 12:31:02.699248"
475,113,99_Close,"吉野","9月までの計画と実績のまとめ・年内の計画立案",3.0,2017-09-26,3.5,2017-09-26,"2017-10-22 12:31:02.705983","2017-10-22 12:31:02.705983"
476,113,99_Close,"吉野","年内の計画を課題とタスクに落とし込む",3.0,2017-09-27,4.0,2017-09-27,"2017-10-22 12:31:02.711409","2017-10-22 12:31:02.711409"
477,114,01_Open,"吉野","SS主力商品の広告文を追加し、ABテストを開始する",2.0,2017-10-24,,2017-10-23,"2017-10-22 12:31:02.720841","2017-10-23 07:55:46.699097"
478,114,99_Close,"吉野","SS主力商品のキーワードクエリから、キーワードの追加と除外キーワードの設定を行う",1.0,2017-10-06,1.2,2017-10-08,"2017-10-22 12:31:02.726775","2017-10-22 12:31:02.726775"
479,114,01_Open,"吉野","SS主力商品追加キーワードのうち、インプレッションの多いものの専用LP・広告を作成する",2.0,2017-10-25,,2017-10-25,"2017-10-22 12:31:02.740986","2017-10-23 08:04:15.154909"
480,116,99_Close,"吉野","YDN商品名キーワードで追加出稿する対象を決定する",2.0,2017-10-02,1.0,2017-10-03,"2017-10-22 12:31:02.746780","2017-10-22 12:31:02.746780"
481,117,99_Close,"吉野","YDN主力商品のLP・広告文のABテストを2商品分実施する",2.0,2017-10-05,2.0,2017-10-06,"2017-10-22 12:31:02.754267","2017-10-22 12:31:02.754267"
482,117,99_Close,"吉野","YDN保留商品に対しての施策を10商品分実施する",2.0,2017-10-06,2.0,2017-10-06,"2017-10-22 12:31:02.759917","2017-10-22 12:31:02.759917"
483,117,99_Close,"吉野","YDN主力商品のLP・広告文のABテストを2商品分実施する",2.0,2017-10-11,0.6,2017-10-16,"2017-10-22 12:31:02.766092","2017-10-22 12:31:02.766092"
484,117,99_Close,"吉野","YDN保留商品に対しての施策を10商品分実施する",2.0,2017-10-11,1.2,2017-10-12,"2017-10-22 12:31:02.771539","2017-10-22 12:31:02.771539"
485,117,99_Close,"吉野","YDN主力商品のLP・広告文のABテストを2商品分実施する",2.0,2017-10-12,0.6,2017-10-16,"2017-10-22 12:31:02.786072","2017-10-22 12:31:02.786072"
486,117,99_Close,"吉野","YDN保留商品に対しての施策を10商品分実施する",2.0,2017-10-12,1.1,2017-10-13,"2017-10-22 12:31:02.792834","2017-10-22 12:31:02.792834"
487,117,99_Close,"吉野","YDN主力商品のLP・広告文のABテストを2商品分実施する",2.0,2017-10-13,1.0,2017-10-16,"2017-10-22 12:31:02.799207","2017-10-22 12:31:02.799207"
488,117,99_Close,"吉野","YDN保留商品に対しての施策を10商品分実施する",2.0,2017-10-13,0.8,2017-10-13,"2017-10-22 12:31:02.805785","2017-10-22 12:31:02.805785"
489,117,99_Close,"吉野","YDN主力商品のLP・広告文のABテストを3商品分実施する",2.0,2017-10-17,2.8,2017-10-17,"2017-10-22 12:31:02.811254","2017-10-22 12:31:02.811254"
490,117,99_Close,"吉野","YDN主力商品のLP・広告文のABテストを3商品分実施する",2.0,2017-10-17,1.5,2017-10-18,"2017-10-22 12:31:02.818068","2017-10-22 12:31:02.818068"
491,117,99_Close,"吉野","YDN主力商品のLP・広告文のABテストを3商品分実施する",2.0,2017-10-18,2.0,2017-10-18,"2017-10-22 12:31:02.824173","2017-10-22 12:31:02.824173"
492,117,99_Close,"吉野","YDN主力商品のLP・広告文のABテストを3商品分実施する",2.0,2017-10-24,1.5,2017-10-25,"2017-10-22 12:31:02.831855","2017-10-25 07:51:21.006422"
493,117,01_Open,"吉野","YDN主力商品のLP・広告文のABテストを3商品分実施する",2.0,2017-10-25,,2017-10-23,"2017-10-22 12:31:02.838340","2017-10-23 08:05:26.915945"
494,117,01_Open,"吉野","YDN主力商品のLP・広告文のABテストを3商品分実施する",2.0,2017-10-26,,2017-10-23,"2017-10-22 12:31:02.850110","2017-10-23 08:05:35.039824"
495,118,01_Open,"吉野","【関連】1商品分キーワードの洗い出しを行う",5.0,2017-10-24,,2017-10-23,"2017-10-22 12:31:02.855687","2017-10-23 07:55:58.303767"
496,118,01_Open,"吉野","【関連】洗い出したキーワードをSS・YDN出稿する",2.0,2017-10-25,,2017-10-23,"2017-10-22 12:31:02.866243","2017-10-23 08:06:08.967296"
497,118,01_Open,"吉野","【関連】インプレッションの多いキーワードに対し仮説を構築する",1.0,2017-11-02,,2017-10-23,"2017-10-22 12:31:02.871959","2017-10-23 08:06:50.347027"
498,118,01_Open,"吉野","【関連】1商品分キーワードの洗い出しを行う",5.0,2017-10-26,,2017-10-23,"2017-10-22 12:31:02.878494","2017-10-23 08:06:28.213518"
499,118,01_Open,"吉野","【関連】洗い出したキーワードをSS・YDN出稿する",2.0,2017-10-27,,2017-10-23,"2017-10-22 12:31:02.893100","2017-10-23 08:06:35.647045"
500,118,01_Open,"吉野","【関連】インプレッションの多いキーワードに対し仮説を構築する",1.0,2017-11-02,,,"2017-10-22 12:31:02.898568","2017-10-22 12:31:02.898568"
501,117,99_Close,"吉野","インフィード広告に関して調査",1.0,2017-10-04,0.7,2017-10-03,"2017-10-22 12:31:02.904753","2017-10-22 12:31:02.904753"
502,117,99_Close,"吉野","YDN商品名でインフィード広告を試験的に出稿する",1.0,2017-10-05,0.8,2017-10-06,"2017-10-22 12:31:02.910740","2017-10-22 12:31:02.910740"
503,118,99_Close,"吉野","【関連】商品を選定する",1.0,2017-10-11,1.4,2017-10-12,"2017-10-22 12:31:02.917819","2017-10-22 12:31:02.917819"
504,54,99_Close,"吉野","SS審査落ち広告の整理と再出稿",1.0,2017-10-04,1.2,2017-10-04,"2017-10-22 12:31:02.924075","2017-10-22 12:31:02.924075"
505,116,99_Close,"吉野","YDN商品名追加出稿の計画を建てる",1.0,2017-10-11,0.6,2017-10-10,"2017-10-22 12:31:02.930677","2017-10-22 12:31:02.930677"
506,116,99_Close,"吉野","YDN商品名検索 ジャネット500/997件",5.0,2017-10-18,3.0,2017-10-19,"2017-10-22 12:31:02.937527","2017-10-23 07:47:32.830294"
507,116,99_Close,"吉野","YDN商品名検索 ジャネット497/997件",5.0,2017-10-19,4.0,2017-10-20,"2017-10-22 12:31:02.950909","2017-10-23 07:44:56.932632"
508,116,99_Close,"吉野","YDN商品名検索 Link-A600/1734件",6.0,2017-10-20,2.0,2017-10-21,"2017-10-22 12:31:02.960947","2017-10-23 07:50:29.758032"
509,116,99_Close,"吉野","YDN商品名検索 Link-A600/1734件",6.0,2017-10-21,3.0,2017-10-22,"2017-10-22 12:31:02.968074","2017-10-23 07:50:41.160938"
510,116,99_Close,"吉野","YDN商品名検索 Link-A534/1734件",5.0,2017-10-22,2.0,2017-10-23,"2017-10-22 12:31:02.974915","2017-10-23 07:47:56.255173"
511,116,99_Close,"吉野","YDN商品名検索 フェルマ600/1189件",6.0,2017-10-23,5.0,2017-10-23,"2017-10-22 12:31:02.981533","2017-10-25 06:27:11.720341"
512,116,99_Close,"吉野","YDN商品名検索 フェルマ589/1189件",6.0,2017-10-24,4.0,2017-10-24,"2017-10-22 12:31:02.997313","2017-10-25 06:27:22.320375"
513,52,99_Close,"吉野","グーグルトレンドの急上昇ワードを見て、使えるか考える",1.0,2017-10-23,0.5,2017-10-23,"2017-10-22 12:31:03.004174","2017-10-25 06:27:44.160356"
514,118,99_Close,"吉野","マジョリエイトの内容確認",1.0,2017-10-17,1.5,2017-10-17,"2017-10-22 12:31:03.011040","2017-10-22 12:31:03.011040"
515,118,99_Close,"吉野","マジョリエイトの内容確認",1.0,2017-10-18,1.2,2017-10-18,"2017-10-22 12:31:03.019120","2017-10-22 12:31:03.019120"
516,118,99_Close,"吉野","マジョリエイトの内容確認",1.0,2017-10-19,1.0,2017-10-19,"2017-10-22 12:31:03.025854","2017-10-22 12:31:03.025854"
517,118,99_Close,"吉野","マジョリエイトのやり方をまとめる",1.0,2017-10-19,1.5,2017-10-19,"2017-10-22 12:31:03.032407","2017-10-22 12:31:03.032407"
518,118,01_Open,"吉野","マジョリエイトの年内の予算・計画を建てる",2.0,2017-10-24,,2017-10-23,"2017-10-22 12:31:03.037973","2017-10-23 08:07:02.536281"
519,12,99_Close,"作村","AT商品を5件YDNに出稿する",1.5,2017-09-03,1.5,2017-09-06,"2017-10-22 12:31:03.043654","2017-10-22 12:31:03.043654"
